pitcher,player_name,Pitches,Whiff,xWhiff,In_Whiff,IZ.Pitches,IZ.Swing,IZ.xSwing,IZ,OOZ.Pitches,OOZ.Swing,OOZ.xSwing,OOZ,xwOBA,wOBA,In_wOBA,Command,S_ERA
664977,Blake Cederlind,140,0.12143,0.09065,0.013219504,81,0.54321,0.66936,-0.050729226,38,0.23684,0.39499,-0.029160019,0.3436,0.3409,0.00110317,-0.027516601,3.6549
665001,Trevor Kelley,77,0.05195,0.09685,-0.016793573,43,0.60465,0.6506,-0.016822031,18,0.22222,0.29646,-0.006230168,0.3399,0.55,0.01108983,-1.049494173,5.1547
665093,Zac Grotz,256,0.0625,0.10753,-0.022726644,104,0.50962,0.6391,-0.04781639,66,0.30303,0.39472,-0.022840732,0.3261,0.5655,0.012403728,5.367601353,4.6896
665152,Dean Kremer,415,0.09639,0.1039,-0.009900392,231,0.66234,0.67572,-0.010723879,100,0.26,0.30046,0.00070407,0.3516,0.3623,-0.001131354,-3.157965085,4.5111
665620,Deivi Garcia,767,0.10691,0.1109,-0.008080471,365,0.70685,0.68154,0.020191775,270,0.38889,0.32811,0.06995321,0.3359,0.3441,0.00577149,0.343774511,4.6742
665621,Rony Garcia,424,0.08019,0.10469,-0.023705791,194,0.65979,0.69045,-0.023704743,130,0.23846,0.29577,-0.016712533,0.3318,0.3856,0.003311365,-0.952008161,4.8446
665733,Antonio Santos,221,0.0543,0.09666,-0.022712078,99,0.63636,0.6718,-0.010800768,84,0.2619,0.24937,0.028431154,0.3286,0.5667,0.018331008,-1.739051369,5.7499
665759,Ramon Rosso,225,0.12889,0.09725,0.016535097,106,0.82075,0.67952,0.061233527,57,0.10526,0.24034,-0.045518089,0.3236,0.313,-0.005518914,-1.559288943,3.9753
666120,Ian Anderson,1275,0.11686,0.12494,-0.003624307,633,0.61769,0.66767,-0.040277163,410,0.32439,0.3496,0.012727549,0.3322,0.2621,-0.01751493,3.372998778,2.7465
666129,Braxton Garrett,152,0.06579,0.11656,-0.023491619,64,0.60938,0.67413,-0.031392338,74,0.25676,0.26099,0.017132237,0.3248,0.5156,0.015782696,0.804528705,5.3163
666200,Jesus Luzardo,1307,0.11936,0.11529,0.011486715,598,0.69064,0.67255,0.019819205,565,0.2354,0.28506,-0.00697774,0.3313,0.3628,0.010744608,0.520558506,4.5607
666204,Dany Jimenez,37,0.08108,0.13799,-0.009430688,17,0.47059,0.65107,-0.020314431,5,0.2,0.29993,-0.0025173,0.3403,0.375,-0.002099485,2.56643146,3.933
666622,Brailyn Marquez,66,0.09091,0.08741,-0.003147107,20,0.6,0.62568,-0.002476324,36,0.16667,0.2348,-0.018855238,0.3239,0.6071,0.00441014,-0.243834888,4.4945
666674,Edwar Colina,48,0.08333,0.07747,0.000284476,22,0.81818,0.62946,0.027462006,22,0.09091,0.14673,0.000782849,0.3356,0.8714,0.013996528,-5.639501307,5.534
667463,John King,256,0.08203,0.09369,0.002711588,127,0.61417,0.62677,0.006930959,87,0.22989,0.25093,0.012342086,0.343,0.3888,0.003640234,-2.087973893,4.4864
667465,Aaron Fletcher,190,0.06842,0.09248,-0.010382405,72,0.56944,0.6497,-0.021524654,87,0.08046,0.2528,-0.070450813,0.3263,0.55,0.014181464,-0.682604437,5.1878
667498,Robert Dugger,268,0.03731,0.11634,-0.05202932,136,0.69118,0.67478,0.002724949,69,0.28986,0.29034,0.005197455,0.3436,0.6006,0.026621576,-1.148634358,6.9412
668338,Tyson Miller,76,0.03947,0.10676,-0.020096506,34,0.79412,0.65914,0.037923206,26,0.30769,0.34625,0.002338794,0.3386,0.2675,-0.007827025,1.116430234,4.2979
668676,Zach Plesac,960,0.13958,0.12951,0.002390777,484,0.72934,0.67739,0.041354618,227,0.37885,0.34893,0.043649438,0.3362,0.2449,-0.014463167,2.729779377,3.2552
668678,Zac Gallen,1405,0.12171,0.11753,0.01021816,632,0.60285,0.61843,-0.014127509,403,0.34739,0.38784,0.005547117,0.3306,0.2666,-0.014434342,6.285062063,2.5166
668687,Andre Scrubb,599,0.06845,0.10102,-0.019520921,270,0.50741,0.63002,-0.072406507,206,0.17476,0.25231,-0.008005613,0.3398,0.2997,-0.011508499,-1.077226925,3.6499
668941,JoJo Romero,238,0.13025,0.09817,0.017797368,119,0.7395,0.62384,0.047629516,101,0.19802,0.26958,-0.029481214,0.3418,0.3524,0.002120029,-0.832688786,4.2214
669060,Bryse Wilson,566,0.08834,0.1067,-0.022299961,274,0.65693,0.65669,-0.003056891,193,0.3057,0.33275,-0.010830524,0.3322,0.3095,-0.006389742,1.763517119,4.1608
669064,Brandon Bailey,97,0.10309,0.11001,-0.004003254,50,0.7,0.62593,0.025242887,26,0.30769,0.257,0.024800697,0.3418,0.3333,-0.003168127,-0.26696239,4.2043
669145,Bruce Zimmermann,161,0.09938,0.10013,-0.009410884,82,0.69512,0.6552,0.019446793,75,0.37333,0.27605,0.041938999,0.3505,0.2745,-0.007296762,-3.144388918,4.2819
669160,Dustin May,1316,0.09574,0.08961,0.008695883,729,0.65021,0.66959,-0.007865581,312,0.26603,0.2944,0.018548012,0.3471,0.2902,-0.015759245,-3.649434265,3.303
669203,Corbin Burnes,1197,0.14119,0.09975,0.036150646,501,0.67665,0.6675,0.004069262,395,0.26835,0.29537,0.004878984,0.323,0.2529,-0.0086295,0.923033028,2.7773
669211,Keegan Akin,781,0.12292,0.1146,0.006607171,412,0.6699,0.68574,-0.015650026,273,0.23443,0.31917,-0.048619863,0.3451,0.3649,0.011351634,-1.147169198,4.6858
669214,Conner Menez,169,0.09467,0.10495,-0.002953312,78,0.67949,0.61203,0.025205214,77,0.2987,0.23492,0.047327135,0.3355,0.2778,-0.008362393,0.179673289,3.8312
669270,Joel Kuhnel,88,0.03409,0.11067,-0.028423557,43,0.53488,0.63074,-0.015312514,26,0.19231,0.26233,-0.00405604,0.337,0.3619,0.002145237,0.446916937,4.8096
669289,Santiago Espinal,40,0,0.08569,-0.018371118,14,0.85714,0.57724,0.032043284,20,0.45,0.19243,0.063841281,0.3419,0.5045,0.001259758,-2.176721943,4.9364
669373,Tarik Skubal,826,0.12712,0.11082,0.010746982,396,0.7298,0.685,0.022096827,341,0.28446,0.31012,-0.016100632,0.3411,0.3364,0.004617456,-1.122861927,4.3908
669424,Jimmy Lambert,33,0.12121,0.09194,0.007965713,17,0.64706,0.64849,-0.002531456,12,0.16667,0.27147,-0.008552497,0.365,0.225,-0.001192319,-5.844333418,4.3673
669432,Trevor Rogers,896,0.12723,0.12112,0.002296801,449,0.65256,0.69473,-0.044300277,313,0.23003,0.32969,-0.057927137,0.3416,0.3986,0.018951772,-0.144105372,4.9775
669456,Shane Bieber,1651,0.1599,0.13017,0.022788767,687,0.64774,0.654,-0.010765247,353,0.32011,0.34565,-0.009963637,0.3194,0.2615,-0.000621761,6.210891596,3.0372
669459,Kyle Nelson,25,0.12,0.1311,-0.000461325,16,0.625,0.64101,-0.003602192,8,0.25,0.38047,-0.008689388,0.3544,0.75,0.005359367,2.728794288,4.2285
669952,Mitch White,69,0.11594,0.10322,0.000771477,30,0.7,0.62689,0.018562848,26,0.19231,0.22112,-0.001272985,0.3261,0.2,-0.005876282,0.349198972,3.882
670056,Caleb Baragar,457,0.08534,0.09584,-0.0018986,250,0.696,0.68151,0.023559586,190,0.18421,0.27161,-0.032753964,0.3509,0.2759,-0.011332495,-4.875937496,4.1215
670167,John Schreiber,300,0.07333,0.11268,-0.033527258,146,0.61644,0.65663,-0.026168405,79,0.22785,0.31127,-0.024790342,0.3334,0.3534,0.002570862,1.469525068,4.8287
670280,David Bednar,164,0.12805,0.10159,0.013932996,93,0.76344,0.70299,0.034756138,36,0.38889,0.4179,0.013881895,0.3425,0.4291,0.005292913,0.285075575,4.2816
670329,Rico Garcia,200,0.09,0.10571,-0.007806982,93,0.70968,0.70664,0.000229066,56,0.28571,0.28238,0.016725334,0.3259,0.3772,0.00111781,-1.106831366,4.4675
670426,Phillip Diehl,159,0.06289,0.1114,-0.018176983,73,0.64384,0.65352,0.003293764,67,0.19403,0.25587,-0.005666682,0.3365,0.4544,0.005121124,-0.617106178,4.9306
670550,Nivaldo Rodriguez,270,0.1037,0.09583,0.001126992,127,0.73228,0.65061,0.046319374,80,0.1125,0.20394,-0.030363796,0.3374,0.4484,0.010544225,-3.531310048,5.2883
670712,Mike Brosseau,4,0,0.05655,-0.001906034,2,0,0.68258,-0.013730678,2,0.5,0.08556,0.008517763,NA,NA,NA,NA,NA
670912,Johan Oviedo,610,0.09016,0.10581,-0.025996709,301,0.6711,0.67334,-0.00169582,195,0.12308,0.23326,-0.058921182,0.3313,0.3291,-0.010741686,-1.888701208,4.3548
670950,Trevor Richards,729,0.13032,0.13283,-0.000782175,327,0.75229,0.70389,0.025106985,307,0.38762,0.37333,0.037075808,0.3248,0.3876,0.01268146,4.26110923,4.635
670970,Adrian Morejon,596,0.12919,0.11475,0.019722579,282,0.62411,0.68499,-0.036955223,222,0.27477,0.31131,0.01328991,0.3303,0.3944,0.020825481,0.85410332,4.568
670990,Yohan Ramirez,509,0.09627,0.09351,0.009795598,221,0.58824,0.65379,-0.034283626,139,0.15108,0.26241,-0.040386302,0.3247,0.2978,-0.014659577,-0.250181652,2.9758
671790,Ronald Bolanos,73,0.06849,0.0797,-0.004525428,39,0.71795,0.59393,0.030488883,25,0.12,0.16336,-0.000656674,0.3333,0.6238,0.009302128,-3.034466022,5.191
672335,Cionel Perez,168,0.10119,0.11022,-0.004816487,68,0.48529,0.61735,-0.04365835,92,0.28261,0.26731,0.03095205,0.3331,0.3457,-0.002403816,1.726308892,3.713
672578,Carlos Hernandez,434,0.1129,0.11036,0.003243113,209,0.70335,0.65624,0.026793417,144,0.27778,0.3267,-0.004097304,0.3379,0.4096,0.009286565,1.079114913,4.6608
672715,Luis Patino,493,0.09533,0.10757,-0.005366892,251,0.65737,0.6766,-0.008903274,130,0.26923,0.32025,-0.002515606,0.3348,0.3508,-0.004084249,0.199865047,3.9835
672911,Jesus Cruz,39,0.15385,0.09082,0.013218912,20,0.75,0.72148,0.009942862,14,0.14286,0.25074,-0.007339551,0.3354,0.5357,0.00408761,-5.414357228,4.5743
673258,Michel Baez,145,0.13103,0.10306,0.016617677,60,0.76667,0.67669,0.037674328,35,0.22857,0.26812,-0.000924887,0.3062,0.3529,0.002923964,2.477021737,3.9414
673633,Yoshihisa Hirano,354,0.10734,0.12856,-0.007982471,144,0.6875,0.67983,0.014482154,136,0.30147,0.34701,0.014035513,0.3138,0.4489,0.012960589,5.795458842,4.6566
675916,James Karinchak,609,0.15928,0.12197,0.022711482,256,0.52344,0.61081,-0.074917695,214,0.31308,0.22913,0.070865356,0.3238,0.3061,0.010958898,3.278004075,3.482
675921,Spencer Howard,530,0.09245,0.10323,-0.007007699,259,0.66409,0.66517,-0.017388743,172,0.30814,0.3492,-0.002994791,0.3422,0.3733,0.006441722,0.096598841,4.5701
676051,Codi Heuer,532,0.1297,0.10764,0.018097149,272,0.69118,0.67739,0.014481649,147,0.21769,0.33942,-0.046084583,0.332,0.2273,-0.019538193,1.157560473,2.6764
676220,Seth Elledge,288,0.08681,0.11561,-0.023458066,129,0.60465,0.6824,-0.042144205,80,0.2375,0.33117,-0.027246332,0.3219,0.447,0.012166574,2.879578138,4.9306
676596,Josh Fleming,763,0.08257,0.0813,-0.003085252,335,0.69254,0.55191,0.091970463,239,0.23431,0.24089,-0.002320109,0.3353,0.2836,-0.011143378,0.984976528,4.0374
676604,Tyler Zuber,509,0.09823,0.11891,-0.018691642,243,0.62963,0.65332,-0.014149776,147,0.20408,0.28736,-0.028639825,0.3332,0.3124,-0.001830649,1.475877053,4.311
676606,Nick Margevicius,975,0.06872,0.09743,-0.016760997,483,0.58799,0.64551,-0.03752167,368,0.20652,0.28074,-0.033625253,0.3407,0.3109,-0.004922694,-1.361100426,4.1975
676831,Kodi Whitley,124,0.14516,0.10374,0.024290085,63,0.79365,0.68944,0.043580986,51,0.13725,0.25477,-0.022306437,0.3452,0.3286,0.001486873,-4.196773862,4.2782
676886,Jeremy Beasley,16,0.125,0.10826,0.001741806,5,0.6,0.64658,-0.000300195,3,0.66667,0.90383,-0.00635534,0.329,0.7167,0.003616104,19.87045123,2.7104
676979,Garrett Crochet,156,0.17949,0.07878,0.055473798,76,0.71053,0.62879,0.037868242,55,0.32727,0.26672,0.054131144,0.3498,0.1581,-0.010220663,-4.014000734,2.7806
677651,Luis Garcia,327,0.10092,0.09904,0.007316945,137,0.65693,0.6708,0.004921847,84,0.16667,0.28554,-0.015685933,0.3142,0.2786,-0.013886655,1.723347792,3.111
677960,Ryan Weathers,47,0.08511,0.09985,0.001900966,25,0.6,0.58707,0.004050962,22,0.18182,0.27472,-0.011290499,0.3397,0.2625,-0.00322064,1.406615523,3.8475
677976,Randy Dobnak,821,0.0877,0.11338,-0.028842607,352,0.67898,0.64226,0.014729927,263,0.27376,0.29563,-0.005669994,0.3308,0.3475,-0.00626706,2.084797214,4.3871
680692,Jonathan Stiever,151,0.05298,0.10666,-0.032537758,72,0.75,0.73581,0.004242772,37,0.18919,0.29542,-0.031236517,0.3371,0.45,0.002822715,-3.583455038,5.4051
680702,Joey Gerber,294,0.08163,0.10827,-0.014635678,147,0.67347,0.66368,0.006469079,100,0.19,0.30339,-0.055160279,0.342,0.3156,-0.007924019,-0.735385488,4.1981
681911,Alex Vesia,182,0.09341,0.11084,-0.014157359,91,0.71429,0.72128,-0.018097575,69,0.13043,0.25559,-0.033617481,0.3361,0.5222,0.008731155,-3.616130492,5.1902
683232,Nick Mears,144,0.17361,0.1063,0.023845371,60,0.71667,0.67486,0.016156619,51,0.19608,0.22565,-0.007427522,0.3297,0.4309,0.006336218,-1.903712485,4.2052
685493,Shun Yamaguchi,670,0.13582,0.12054,0.00645234,317,0.77287,0.70723,0.035996672,187,0.25134,0.30794,-0.030977545,0.3279,0.4113,0.010664167,0.629183467,4.7785
